,head,relation,tail
452,01148283,_also_see,00588797
453,01148283,_also_see,01363613
454,01148283,_also_see,01366718
455,01148283,_derivationally_related_form,13987423
456,01148283,_hypernym,01127623
457,01148614,_derivationally_related_form,00233335
458,01149480,_derivationally_related_form,00235368
459,01149480,_derivationally_related_form,01583494
460,01149480,_derivationally_related_form,01583656
461,01149480,_hypernym,01148614
462,01149494,_also_see,00364479
463,01149494,_also_see,00589624
464,01149494,_also_see,00909363
465,01149494,_derivationally_related_form,07532440
466,01149494,_derivationally_related_form,13988663
467,01150559,_derivationally_related_form,00815644
468,01150559,_derivationally_related_form,05981230
469,01150559,_derivationally_related_form,08664443
470,01150559,_derivationally_related_form,10470460
471,01150559,_hypernym,01151110
472,01151097,_derivationally_related_form,00294884
473,01151097,_derivationally_related_form,01765392
474,01151097,_hypernym,01150938
475,01151110,_derivationally_related_form,00815644
476,01151407,_derivationally_related_form,00765213
477,01151407,_derivationally_related_form,01765392
478,01151407,_hypernym,01150938
479,01153548,_derivationally_related_form,02512305
480,01155421,_derivationally_related_form,03386011
481,01155421,_derivationally_related_form,03420559
482,01155421,_hypernym,01088923
483,01156899,_derivationally_related_form,01087197
484,01159964,_derivationally_related_form,00527367
485,01159964,_hypernym,01159776
486,01169194,_derivationally_related_form,00083809
487,01169194,_derivationally_related_form,00671351
488,01169194,_derivationally_related_form,06063588
489,01187810,_derivationally_related_form,02501278
490,01187810,_hypernym,01181475
491,01190884,_derivationally_related_form,00760956
492,01195536,_also_see,00619972
493,01202904,_derivationally_related_form,02416278
494,01203715,_derivationally_related_form,10470460
495,01203715,_hypernym,01162754
496,01205156,_derivationally_related_form,02416278
497,01205156,_hypernym,01202904
498,01205827,_derivationally_related_form,00764902
499,01205827,_hypernym,01202904
500,01211699,_derivationally_related_form,00140652
501,01211699,_derivationally_related_form,10291110
502,01222477,_derivationally_related_form,01781180
503,01222477,_hypernym,01221611
504,01222666,_derivationally_related_form,01779165
505,01222666,_derivationally_related_form,01780941
506,01222666,_hypernym,01222477
507,01222666,_synset_domain_topic_of,00759694
508,01224744,_derivationally_related_form,00409211
509,01224744,_derivationally_related_form,00830448
510,01224744,_derivationally_related_form,03096960
511,01224744,_hypernym,01211699
512,01224744,_verb_group,00597385
513,01240210,_derivationally_related_form,00760956
514,01240210,_derivationally_related_form,02538765
515,01240432,_derivationally_related_form,00760956
516,01248191,_hypernym,00049003
517,01271189,_derivationally_related_form,00827379
518,01271658,_derivationally_related_form,04085873
519,01275762,_derivationally_related_form,04681387
520,01275762,_derivationally_related_form,06798750
521,01276361,_derivationally_related_form,00263813
522,01276361,_derivationally_related_form,06799897
523,01276361,_derivationally_related_form,08612786
524,01276361,_derivationally_related_form,13905792
525,01276361,_hypernym,01275762
526,01283208,_derivationally_related_form,03817647
527,01283208,_derivationally_related_form,04369025
528,01283208,_derivationally_related_form,04605726
529,01285440,_also_see,01286913
530,01285440,_derivationally_related_form,00149084
531,01285440,_derivationally_related_form,02840361
532,01285440,_derivationally_related_form,03673971
533,01285440,_derivationally_related_form,04433185
534,01285440,_hypernym,01340439
535,01286913,_hypernym,01301410
536,01288052,_derivationally_related_form,03330947
537,01288052,_derivationally_related_form,04181228
538,01288052,_hypernym,01301410
539,01292885,_derivationally_related_form,03728811
540,01292885,_derivationally_related_form,07985223
541,01292885,_derivationally_related_form,07988857
542,01292885,_derivationally_related_form,13743605
543,01292885,_hypernym,01295275
544,01292885,_verb_group,01293389
545,01293389,_derivationally_related_form,07988857
546,01293389,_derivationally_related_form,10299875
547,01293389,_hypernym,01295275
548,01295275,_derivationally_related_form,00145218
549,01295275,_hypernym,01354673
550,01296462,_derivationally_related_form,00147595
551,01296462,_hypernym,01354673
552,01301051,_hypernym,00233335
553,01301410,_derivationally_related_form,03525252
554,01301410,_derivationally_related_form,13999663
555,01301410,_hypernym,00512186
556,01303242,_derivationally_related_form,02840361
557,01320009,_derivationally_related_form,01015310
558,01320009,_derivationally_related_form,03496892
559,01320009,_derivationally_related_form,10132641
560,01320009,_derivationally_related_form,10161363
561,01320009,_derivationally_related_form,13085864
562,01321002,_derivationally_related_form,00359903
563,01321002,_derivationally_related_form,13085864
564,01329239,_derivationally_related_form,00715674
565,01329239,_derivationally_related_form,04179385
566,01329239,_derivationally_related_form,04321238
567,01329239,_derivationally_related_form,10584318
568,01329239,_derivationally_related_form,10657306
569,01329239,_hypernym,01340439
570,01340439,_derivationally_related_form,03354613
571,01340439,_derivationally_related_form,04777098
572,01354673,_derivationally_related_form,00148978
573,01354673,_derivationally_related_form,03091374
574,01354673,_derivationally_related_form,03673971
575,01354673,_derivationally_related_form,13792692
576,01363613,_derivationally_related_form,07527352
577,01364008,_also_see,01149494
578,01366718,_also_see,01148283
579,01366718,_also_see,01363613
580,01368192,_also_see,00364479
581,01368192,_also_see,01149494
582,01368192,_also_see,01364008
583,01389776,_derivationally_related_form,00320852
584,01410363,_derivationally_related_form,02666239
585,01410363,_derivationally_related_form,04748836
586,01410363,_derivationally_related_form,04750764
587,01421122,_hypernym,01421622
588,01421622,_derivationally_related_form,00320852
589,01421622,_derivationally_related_form,03573282
590,01428853,_derivationally_related_form,00845523
591,01428853,_derivationally_related_form,00847340
592,01428853,_derivationally_related_form,02887741
593,01428853,_derivationally_related_form,07976936
594,01428853,_derivationally_related_form,07988857
595,01428853,_derivationally_related_form,10640620
596,01428853,_hypernym,01291069
597,01465218,_derivationally_related_form,13743605
598,01465218,_verb_group,01465365
599,01465365,_derivationally_related_form,07985223
600,01465365,_derivationally_related_form,13743605
601,01465365,_hypernym,02612368
602,01465365,_verb_group,01465218
603,01466543,_derivationally_related_form,03169390
604,01466978,_derivationally_related_form,02928413
605,01466978,_derivationally_related_form,03265479
606,01466978,_derivationally_related_form,08512736
607,01466978,_derivationally_related_form,08513163
608,01466978,_derivationally_related_form,08565701
609,01466978,_derivationally_related_form,08620763
610,01466978,_derivationally_related_form,09758781
611,01466978,_derivationally_related_form,13903079
612,01467370,_derivationally_related_form,02875013
613,01467370,_derivationally_related_form,08567235
614,01474513,_also_see,00696518
615,01474513,_also_see,01612053
616,01474513,_derivationally_related_form,02443049
617,01492052,_derivationally_related_form,04613158
618,01492052,_derivationally_related_form,13792692
619,01492052,_hypernym,01296462
620,01492052,_synset_domain_topic_of,00917211
621,01496630,_derivationally_related_form,01051331
622,01498713,_derivationally_related_form,02928413
623,01508719,_also_see,01531375
624,01508719,_derivationally_related_form,04910973
625,01510827,_derivationally_related_form,00140393
626,01510827,_derivationally_related_form,00409211
627,01510827,_derivationally_related_form,07338114
628,01510827,_derivationally_related_form,14008806
629,01531375,_derivationally_related_form,05117660
630,01551871,_derivationally_related_form,04157320
631,01551871,_hypernym,01256157
632,01567275,_derivationally_related_form,00017222
633,01567275,_derivationally_related_form,00919513
634,01567275,_derivationally_related_form,01052853
635,01575675,_derivationally_related_form,01051331
636,01580467,_derivationally_related_form,00321956
637,01580467,_derivationally_related_form,00406365
638,01580467,_derivationally_related_form,04605726
639,01582645,_derivationally_related_form,00263813
640,01582645,_derivationally_related_form,00938419
641,01582645,_derivationally_related_form,03173524
642,01582645,_derivationally_related_form,04463273
643,01582645,_derivationally_related_form,06799897
644,01582645,_derivationally_related_form,08612786
645,01582645,_hypernym,00508032
646,01582645,_verb_group,01643464
647,01582645,_verb_group,01690294
648,01583494,_derivationally_related_form,01149480
649,01583494,_hypernym,01582645
650,01583494,_verb_group,01583656
651,01583656,_derivationally_related_form,01149480
652,01583656,_hypernym,01582645
653,01583656,_synset_domain_topic_of,06004685
654,01586850,_derivationally_related_form,02875013
655,01586850,_derivationally_related_form,03390983
656,01586850,_derivationally_related_form,03391301
657,01588134,_derivationally_related_form,03327234
658,01588493,_derivationally_related_form,07202579
659,01588493,_derivationally_related_form,07270179
660,01588493,_derivationally_related_form,07273136
661,01588493,_hypernym,01296462
662,01588493,_verb_group,00508032
663,01590171,_derivationally_related_form,00267349
664,01590171,_derivationally_related_form,03745285
665,01590171,_derivationally_related_form,03932203
666,01590171,_hypernym,01291069
667,01606205,_derivationally_related_form,03385557
668,01606205,_derivationally_related_form,03386011
669,01606205,_derivationally_related_form,03420559
670,01612053,_also_see,00696518
671,01612053,_also_see,00788821
672,01612053,_also_see,01474513
673,01612053,_also_see,02451113
674,01612053,_derivationally_related_form,01167146
675,01612053,_derivationally_related_form,04906273
676,01613239,_derivationally_related_form,01052853
677,01629000,_derivationally_related_form,00914632
678,01629000,_verb_group,01647672
679,01640550,_derivationally_related_form,00928077
680,01640550,_derivationally_related_form,03178782
681,01640550,_verb_group,01753596
682,01643464,_derivationally_related_form,00935940
683,01643464,_derivationally_related_form,07003119
684,01643464,_verb_group,01582645
685,01647672,_verb_group,01629000
686,01647867,_derivationally_related_form,06773976
687,01647867,_derivationally_related_form,09952163
688,01647867,_hypernym,01647672
689,01648126,_derivationally_related_form,10645611
690,01656788,_derivationally_related_form,03533486
691,01656788,_derivationally_related_form,03932203
692,01656788,_hypernym,01295275
693,01660386,_derivationally_related_form,03792048
694,01660386,_derivationally_related_form,09326662
695,01660640,_derivationally_related_form,03792334
696,01660640,_derivationally_related_form,09303008
697,01662771,_derivationally_related_form,02979662
698,01666327,_derivationally_related_form,04179385
699,01666327,_derivationally_related_form,10584318
700,01666327,_derivationally_related_form,10689564
701,01666717,_derivationally_related_form,10689564
702,01666717,_hypernym,01640550
703,01666717,_synset_domain_topic_of,05750657
704,01666894,_derivationally_related_form,05844105
705,01666894,_derivationally_related_form,10155849
706,01666894,_synset_domain_topic_of,05750657
707,01667304,_derivationally_related_form,04033995
708,01667304,_hypernym,01666327
709,01667449,_hypernym,01291069
710,01683582,_derivationally_related_form,05902327
711,01684337,_derivationally_related_form,10566072
712,01687569,_derivationally_related_form,04928903
713,01687569,_derivationally_related_form,05750163
714,01687569,_derivationally_related_form,07066659
715,01688771,_derivationally_related_form,00521562
716,01689379,_derivationally_related_form,03173524
717,01689379,_derivationally_related_form,08612786
718,01689379,_hypernym,01690294
719,01690294,_derivationally_related_form,03234306
720,01690294,_derivationally_related_form,07003119
721,01690294,_derivationally_related_form,10029068
722,01690294,_verb_group,01582645
723,01693881,_derivationally_related_form,00908772
724,01693881,_derivationally_related_form,01019524
725,01693881,_derivationally_related_form,03257586
726,01693881,_derivationally_related_form,09964805
727,01697027,_derivationally_related_form,00909899
728,01697027,_derivationally_related_form,03777283
729,01697027,_derivationally_related_form,03779370
730,01697027,_derivationally_related_form,03779621
731,01697027,_derivationally_related_form,13913566
732,01697406,_derivationally_related_form,00898804
733,01697406,_derivationally_related_form,03777283
734,01697406,_derivationally_related_form,10325774
735,01711445,_derivationally_related_form,00521562
736,01711445,_derivationally_related_form,04296562
737,01711445,_derivationally_related_form,06893885
738,01711445,_derivationally_related_form,07006712
739,01711445,_derivationally_related_form,10645611
740,01711445,_synset_domain_topic_of,06157326
741,01711749,_derivationally_related_form,00155487
742,01711749,_derivationally_related_form,01052853
743,01711749,_hypernym,01711445
744,01719302,_derivationally_related_form,06893885
745,01719302,_synset_domain_topic_of,06157326
746,01722980,_derivationally_related_form,05890249
747,01735308,_derivationally_related_form,03257343
748,01735308,_derivationally_related_form,03257586
749,01735308,_hypernym,01736822
750,01739814,_derivationally_related_form,03322099
751,01739814,_derivationally_related_form,07705711
752,01739814,_derivationally_related_form,08438067
753,01739814,_derivationally_related_form,09779790
754,01739814,_derivationally_related_form,10078806
755,01739814,_hypernym,01742726
756,01739814,_synset_domain_topic_of,00916464
757,01740608,_derivationally_related_form,00918820
758,01740608,_derivationally_related_form,03146846
759,01740608,_derivationally_related_form,09260907
760,01740608,_synset_domain_topic_of,00916464
761,01740892,_also_see,01922763
762,01741446,_derivationally_related_form,00915722
763,01741446,_derivationally_related_form,03146846
764,01741446,_derivationally_related_form,13085864
765,01741446,_hypernym,00406243
766,01741446,_synset_domain_topic_of,00916464
767,01742726,_derivationally_related_form,00915722
768,01742726,_derivationally_related_form,09779790
769,01742726,_derivationally_related_form,13454318
770,01742726,_synset_domain_topic_of,00916464
771,01742886,_derivationally_related_form,01019524
772,01742886,_derivationally_related_form,01020936
773,01742886,_derivationally_related_form,03104594
774,01742886,_derivationally_related_form,09964411
775,01742886,_hypernym,01736822
776,01743784,_derivationally_related_form,00898804
777,01743784,_derivationally_related_form,03777283
778,01743784,_derivationally_related_form,05890249
779,01743784,_derivationally_related_form,05937112
780,01743784,_derivationally_related_form,05938795
781,01743784,_hypernym,01742886
782,01753596,_derivationally_related_form,10210648
783,01753596,_verb_group,01640550
784,01765392,_derivationally_related_form,00759551
785,01765392,_derivationally_related_form,01151097
786,01765392,_derivationally_related_form,03075768
787,01765392,_derivationally_related_form,09952163
788,01765392,_derivationally_related_form,13969700
789,01765392,_derivationally_related_form,13970764
790,01765392,_derivationally_related_form,13971561
791,01779165,_also_see,01785748
792,01779165,_derivationally_related_form,01222666
793,01779165,_derivationally_related_form,07519253
794,01780202,_derivationally_related_form,07519253
795,01780941,_derivationally_related_form,07520612
796,01781180,_derivationally_related_form,01222477
797,01781180,_derivationally_related_form,07254057
798,01781180,_hypernym,01779165
799,01781983,_derivationally_related_form,07520612
800,01781983,_derivationally_related_form,14405931
801,01781983,_hypernym,01780941
802,01782218,_derivationally_related_form,07520612
803,01785748,_derivationally_related_form,07537259
804,01785748,_derivationally_related_form,14405931
805,01785748,_hypernym,01819554
806,01804414,_derivationally_related_form,09931640
807,01813884,_derivationally_related_form,07529563
808,01815185,_derivationally_related_form,00354884
809,01819554,_derivationally_related_form,07254057
810,01819554,_hypernym,01819147
811,01876907,_derivationally_related_form,00327824
812,01876907,_derivationally_related_form,04770911
813,01876907,_derivationally_related_form,07337390
814,01876907,_derivationally_related_form,07346057
815,01876907,_verb_group,01877204
816,01877204,_derivationally_related_form,07346057
817,01877204,_verb_group,01876907
818,01922763,_also_see,00087152
819,01930512,_also_see,02564986
820,01987160,_derivationally_related_form,01051331
821,01987160,_derivationally_related_form,04110439
822,01987160,_derivationally_related_form,05074774
823,02003725,_derivationally_related_form,00233335
824,02003725,_derivationally_related_form,04639113
825,02023992,_derivationally_related_form,03420559
826,02023992,_hypernym,02023341
827,02064745,_also_see,00508192
828,02064745,_also_see,01410363
829,02064745,_also_see,02506555
830,02064745,_derivationally_related_form,04748836
831,02095311,_also_see,01059400
832,02095311,_derivationally_related_form,04777098
833,02144644,_derivationally_related_form,13913566
834,02203362,_derivationally_related_form,10529231
835,02203362,_derivationally_related_form,13244109
836,02203362,_verb_group,02630189
837,02204692,_derivationally_related_form,00809465
838,02204692,_derivationally_related_form,10388924
839,02204692,_derivationally_related_form,10529231
840,02204692,_verb_group,02630189
841,02257370,_derivationally_related_form,00040152
842,02272549,_derivationally_related_form,00088481
843,02272549,_derivationally_related_form,00089027
844,02272549,_derivationally_related_form,09802641
845,02272549,_hypernym,02274482
846,02286204,_derivationally_related_form,00155487
847,02296984,_derivationally_related_form,06791372
848,02333689,_derivationally_related_form,01051331
849,02333689,_derivationally_related_form,05075602
850,02333689,_hypernym,01088923
851,02357693,_derivationally_related_form,00267349
852,02361600,_derivationally_related_form,03264136
853,02361600,_derivationally_related_form,08565701
854,02371684,_derivationally_related_form,09935434
855,02388145,_also_see,02451113
856,02389346,_hypernym,02374149
857,02389346,_verb_group,02389592
858,02389592,_hypernym,02458103
859,02389592,_verb_group,02389346
860,02416278,_derivationally_related_form,00411384
861,02416278,_derivationally_related_form,00619972
862,02416278,_derivationally_related_form,01205156
863,02416278,_derivationally_related_form,09935434
864,02416278,_verb_group,02416751
865,02416751,_hypernym,02416278
866,02416751,_verb_group,02416278
867,02420232,_derivationally_related_form,03322099
868,02439732,_derivationally_related_form,00815320
869,02441022,_derivationally_related_form,05196375
870,02441022,_derivationally_related_form,05197797
871,02441022,_derivationally_related_form,09780828
872,02441022,_derivationally_related_form,09941383
873,02441022,_derivationally_related_form,09941571
874,02441022,_derivationally_related_form,10525134
875,02443049,_derivationally_related_form,01133281
876,02443049,_derivationally_related_form,01474513
877,02443049,_derivationally_related_form,09931640
878,02443049,_derivationally_related_form,10388732
879,02443049,_derivationally_related_form,10676877
880,02443049,_hypernym,02431971
881,02443849,_derivationally_related_form,00409211
882,02443849,_derivationally_related_form,10378780
883,02451113,_also_see,00696518
884,02451113,_also_see,01474513
885,02451113,_also_see,02388145
886,02451113,_derivationally_related_form,04905188
887,02458103,_derivationally_related_form,00040962
888,02470175,_derivationally_related_form,09816771
889,02496816,_derivationally_related_form,00089027
890,02496816,_derivationally_related_form,09625401
891,02496816,_derivationally_related_form,13996300
892,02501278,_derivationally_related_form,01187810
893,02502536,_derivationally_related_form,01248191
894,02502536,_derivationally_related_form,13321495
895,02502536,_verb_group,02671279
896,02506361,_derivationally_related_form,07520612
897,02509287,_hypernym,02510337
898,02509919,_derivationally_related_form,00155487
899,02509919,_hypernym,02509287
900,02510337,_derivationally_related_form,01146039
901,02510337,_derivationally_related_form,05117660
902,02510337,_derivationally_related_form,05641959
903,02512150,_derivationally_related_form,08688247
904,02512305,_hypernym,00650353
905,02513460,_derivationally_related_form,05161614
906,02513460,_derivationally_related_form,14413644
907,02513460,_hypernym,02512305
908,02538765,_derivationally_related_form,01240210
909,02538765,_derivationally_related_form,06661562
910,02538765,_derivationally_related_form,10213034
911,02539334,_derivationally_related_form,01128655
912,02539334,_derivationally_related_form,05196582
913,02539334,_derivationally_related_form,10388440
914,02539334,_derivationally_related_form,14442530
915,02539359,_derivationally_related_form,00050652
916,02539359,_derivationally_related_form,00052374
917,02542280,_derivationally_related_form,04641153
918,02542280,_hypernym,02542795
919,02542795,_derivationally_related_form,01167146
920,02542795,_derivationally_related_form,01612053
921,02542795,_derivationally_related_form,04906273
922,02542795,_hypernym,00150287
923,02553697,_derivationally_related_form,09953178
924,02553697,_hypernym,00253761
925,02561332,_derivationally_related_form,00410247
926,02564986,_also_see,00696518
927,02564986,_also_see,01930512
928,02564986,_derivationally_related_form,04644512
929,02622234,_derivationally_related_form,00145218
930,02622234,_derivationally_related_form,03674440
931,02630189,_derivationally_related_form,05849789
932,02630189,_verb_group,02203362
933,02630189,_verb_group,02204692
934,02646931,_derivationally_related_form,00791227
935,02646931,_derivationally_related_form,01128390
936,02646931,_derivationally_related_form,14441825
937,02657219,_derivationally_related_form,04713428
938,02657219,_hypernym,02664769
939,02657219,_verb_group,02700104
940,02659763,_derivationally_related_form,00795008
941,02659763,_verb_group,02700455
942,02660147,_derivationally_related_form,03600977
943,02660147,_hypernym,02659763
944,02661252,_derivationally_related_form,00194969
945,02661252,_derivationally_related_form,00737399
946,02661252,_derivationally_related_form,06022291
947,02661252,_derivationally_related_form,07366627
948,02661252,_derivationally_related_form,10341660
949,02661252,_derivationally_related_form,10419047
950,02661252,_derivationally_related_form,11415084
951,02666239,_derivationally_related_form,02064745
952,02666239,_derivationally_related_form,04748836
953,02667900,_hypernym,02657219
954,02671279,_verb_group,02502536
955,02694933,_derivationally_related_form,00155487
956,02694933,_derivationally_related_form,08622950
957,02695895,_derivationally_related_form,00155487
958,02695895,_derivationally_related_form,05075602
959,02695895,_derivationally_related_form,08677628
960,02700104,_derivationally_related_form,04713332
961,02700104,_derivationally_related_form,13969243
962,02700104,_hypernym,02657219
963,02700104,_verb_group,02657219
964,02700455,_hypernym,02700104
965,02700455,_verb_group,02659763
966,02702830,_derivationally_related_form,07369604
967,02702830,_derivationally_related_form,10093908
968,02702830,_hypernym,02667900
969,02710673,_also_see,02703952
970,02710673,_derivationally_related_form,08512259
971,02710673,_derivationally_related_form,08512736
972,02710673,_derivationally_related_form,08565701
973,02710673,_derivationally_related_form,13903079
974,02710673,_derivationally_related_form,13903387
975,02710673,_hypernym,02711114
976,02711114,_derivationally_related_form,03285912
977,02711114,_derivationally_related_form,09273291
978,02711114,_derivationally_related_form,13998576
979,02723733,_derivationally_related_form,05937112
980,02728440,_derivationally_related_form,00043683
981,02728440,_derivationally_related_form,00047945
982,02728440,_hypernym,03051540
983,02743547,_derivationally_related_form,02991122
984,02743547,_derivationally_related_form,09812338
985,02760116,_derivationally_related_form,00612160
986,02785648,_derivationally_related_form,00083124
987,02785648,_has_part,03430091
988,02785648,_hypernym,03237639
989,02806907,_derivationally_related_form,05765415
990,02812482,_derivationally_related_form,08493064
991,02812482,_derivationally_related_form,08552138
992,02840361,_derivationally_related_form,01285440
993,02840361,_derivationally_related_form,01303242
994,02845576,_hypernym,08566028
995,02845576,_synset_domain_topic_of,00314469
996,02868326,_derivationally_related_form,05749619
997,02875013,_derivationally_related_form,01586850
998,02875013,_hypernym,03264542
999,02887741,_derivationally_related_form,00845523
1000,02887741,_derivationally_related_form,01428853
1001,02894605,_derivationally_related_form,01128071
1002,02928413,_derivationally_related_form,01466978
1003,02979662,_hypernym,03104594
1004,02987177,_derivationally_related_form,10341660
1005,02987454,_derivationally_related_form,00119873
1006,02987454,_derivationally_related_form,10341660
1007,03051540,_derivationally_related_form,00047945
1008,03051540,_derivationally_related_form,00049197
1009,03051540,_derivationally_related_form,00052043
1010,03051540,_derivationally_related_form,03128583
1011,03051540,_has_part,04550426
1012,03051540,_hypernym,03093574
1013,03075768,_derivationally_related_form,00082308
1014,03075768,_derivationally_related_form,01765392
1015,03091374,_derivationally_related_form,01421122
1016,03096960,_derivationally_related_form,01224744
1017,03104594,_derivationally_related_form,01742886
1018,03106110,_hypernym,03670849
1019,03128583,_derivationally_related_form,03051540
1020,03146846,_derivationally_related_form,01740608
1021,03146846,_derivationally_related_form,01741446
1022,03146846,_hypernym,03322940
1023,03169390,_derivationally_related_form,01466543
1024,03169390,_derivationally_related_form,01675963
1025,03169390,_derivationally_related_form,02748927
1026,03173524,_derivationally_related_form,01582645
1027,03173524,_derivationally_related_form,01689379
1028,03173524,_hypernym,03234306
1029,03178782,_derivationally_related_form,01640550
1030,03178782,_hypernym,03169390
1031,03234306,_derivationally_related_form,01582645
1032,03234306,_derivationally_related_form,01690294
1033,03237639,_derivationally_related_form,00082714
1034,03257343,_hypernym,03104594
1035,03257586,_derivationally_related_form,01693881
1036,03257586,_derivationally_related_form,01735308
1037,03264136,_derivationally_related_form,02361600
1038,03265479,_derivationally_related_form,01466978
1039,03282060,_hypernym,03792048
1040,03285912,_derivationally_related_form,01580467
1041,03309808,_has_part,03265479
1042,03309808,_has_part,03513627
1043,03315644,_derivationally_related_form,01271189
1044,03322099,_derivationally_related_form,01739814
1045,03322099,_hypernym,04602044
1046,03327234,_derivationally_related_form,01130607
1047,03330947,_derivationally_related_form,01288052
1048,03330947,_hypernym,04181228
1049,03385557,_derivationally_related_form,01606205
1050,03385557,_has_part,04051825
1051,03385557,_hypernym,03171356
1052,03386011,_derivationally_related_form,01155421
1053,03386011,_derivationally_related_form,02023992
1054,03386011,_hypernym,03171356
1055,03390983,_derivationally_related_form,01586850
1056,03391301,_derivationally_related_form,00981276
1057,03391301,_has_part,04272054
1058,03420559,_derivationally_related_form,01089137
1059,03420559,_derivationally_related_form,01155421
1060,03420559,_derivationally_related_form,02023992
1061,03420559,_hypernym,03763403
1062,03430091,_synset_domain_topic_of,06043075
1063,03496892,_derivationally_related_form,01320009
1064,03513627,_hypernym,03264542
1065,03525252,_derivationally_related_form,01301410
1066,03533486,_derivationally_related_form,01656788
1067,03533486,_hypernym,04377057
1068,03573282,_derivationally_related_form,00188466
1069,03573282,_derivationally_related_form,01421622
1070,03605915,_hypernym,03091374
1071,03669886,_derivationally_related_form,00233335
1072,03669886,_synset_domain_topic_of,06099269
1073,03673971,_derivationally_related_form,01285440
1074,03673971,_derivationally_related_form,01354673
1075,03674440,_derivationally_related_form,02622234
1076,03674440,_hypernym,03738241
1077,03722007,_derivationally_related_form,00921738
1078,03722007,_derivationally_related_form,01004062
1079,03722007,_hypernym,04608567
1080,03728811,_derivationally_related_form,02657219
1081,03728811,_hypernym,03257343
1082,03745285,_derivationally_related_form,00262703
1083,03745285,_derivationally_related_form,01590171
1084,03745285,_hypernym,04179385
1085,03763403,_has_part,03763727
1086,03777283,_derivationally_related_form,01697027
1087,03777283,_derivationally_related_form,01743784
1088,03779370,_derivationally_related_form,01662771
1089,03779621,_hypernym,04157320
1090,03792334,_hypernym,02799897
1091,03817647,_derivationally_related_form,01283208
1092,03817647,_hypernym,04596852
1093,03878963,_hypernym,03385557
1094,03879854,_derivationally_related_form,00064095
1095,03932203,_derivationally_related_form,00261705
1096,03932203,_derivationally_related_form,01590171
1097,03932670,_hypernym,03309808
1098,03958097,_hypernym,02743547
1099,04033995,_derivationally_related_form,00082308
1100,04033995,_derivationally_related_form,01667304
1101,04033995,_derivationally_related_form,01667449
1102,04033995,_hypernym,02820210
1103,04051825,_derivationally_related_form,01130607
1104,04051825,_hypernym,03282060
1105,04085873,_derivationally_related_form,01271658
1106,04143712,_derivationally_related_form,01779165
1107,04157320,_derivationally_related_form,01551871
1108,04157320,_derivationally_related_form,01684337
1109,04157320,_hypernym,03958097
1110,04160372,_derivationally_related_form,10689564
1111,04160372,_hypernym,03600977
1112,04179385,_derivationally_related_form,01329239
1113,04179385,_derivationally_related_form,01666327
1114,04181228,_derivationally_related_form,00233335
1115,04181228,_derivationally_related_form,00236289
1116,04181228,_derivationally_related_form,01288052
1117,04272054,_has_part,02899439
1118,04272054,_hypernym,03852280
1119,04295081,_hypernym,03430959
1120,04296562,_derivationally_related_form,01711445
1121,04296562,_hypernym,03961939
1122,04321238,_derivationally_related_form,01329239
1123,04321238,_hypernym,04179385
1124,04361641,_derivationally_related_form,00462092
1125,04369025,_derivationally_related_form,01283208
1126,04369025,_hypernym,02785648
1127,04377057,_has_part,03778600
1128,04433185,_hypernym,03106110
1129,04463273,_derivationally_related_form,01582645
1130,04547592,_derivationally_related_form,01130607
1131,04565375,_derivationally_related_form,01087197
1132,04565375,_hypernym,03574816
1133,04596852,_hypernym,03051540
1134,04605726,_derivationally_related_form,01283208
1135,04605726,_derivationally_related_form,01580467
1136,04608567,_hypernym,03563967
1137,04612840,_derivationally_related_form,01492052
1138,04612840,_hypernym,04295081
1139,04613158,_derivationally_related_form,01292885
1140,04613158,_hypernym,03091374
1141,04623612,_has_part,04630689
1142,04623612,_has_part,04631298
1143,04630689,_derivationally_related_form,00362467
1144,04630689,_derivationally_related_form,00859325
1145,04631298,_derivationally_related_form,00364479
1146,04639113,_derivationally_related_form,02003725
1147,04639113,_hypernym,04623612
1148,04640927,_hypernym,04623612
1149,04641153,_derivationally_related_form,00696518
1150,04641153,_derivationally_related_form,02542280
1151,04644512,_hypernym,04623612
1152,04659090,_derivationally_related_form,01027263
1153,04659287,_hypernym,04659090
1154,04681387,_derivationally_related_form,01004062
1155,04681387,_derivationally_related_form,01275762
1156,04712735,_hypernym,04731497
1157,04713118,_derivationally_related_form,02700104
1158,04713118,_hypernym,04712735
1159,04713332,_derivationally_related_form,02700104
1160,04713428,_derivationally_related_form,02657219
1161,04713428,_hypernym,04712735
1162,04714440,_derivationally_related_form,00508192
1163,04714440,_hypernym,04731497
1164,04748836,_derivationally_related_form,00119074
1165,04748836,_derivationally_related_form,00650353
1166,04748836,_derivationally_related_form,01410363
1167,04748836,_derivationally_related_form,02064745
1168,04748836,_derivationally_related_form,02666239
1169,04750164,_derivationally_related_form,01410905
1170,04750164,_hypernym,04748836
1171,04750764,_derivationally_related_form,01410363
1172,04750764,_hypernym,04750164
1173,04777098,_derivationally_related_form,01059400
1174,04777098,_derivationally_related_form,01340439
1175,04777098,_derivationally_related_form,02095311
1176,04777098,_hypernym,04776699
1177,04802776,_derivationally_related_form,02661252
1178,04802776,_hypernym,04802629
1179,04905188,_derivationally_related_form,02451113
1180,04905842,_hypernym,04905188
1181,04906026,_derivationally_related_form,00619972
1182,04906026,_hypernym,04905188
1183,04906273,_derivationally_related_form,01612053
1184,04906273,_derivationally_related_form,02542795
