source,target
622216,1550329
130332,1550787
89218,1550787
1551070,1875439
1551070,2431406
1551394,1785863
1552637,2416152
1262240,1553255
33836,1554096
127459,1555358
33836,1555358
116713,1558152
29770,1558152
1559935,2262803
1561903,2049245
1561903,1823470
1563505,2421726
179304,1563505
1563505,2332452
1564165,2444880
1564694,2315686
1321419,1564694
1113116,1564694
1314776,1564694
1564694,2226570
877716,1567728
1359429,1567728
1568109,2300060
1568109,1581540
1569910,2214564
4256,1569910
1570497,1719949
1570924,2285702
99323,1572150
40161,1572150
1211080,1573073
1250311,1573073
618823,1573073
1574325,2382473
1575129,1729432
1575129,2012722
1575333,2266454
33628,1576834
1576834,2111360
667524,1576834
142973,1577084
14182,1577084
1577781,2310008
266872,1577781
310739,1577943
1299510,1577943
1577963,1821097
1577963,1932064
1580467,2237982
61654,1580467
1580467,2349560
34863,1580467
1048689,1580467
1581540,2300060
149718,1581540
40161,1581888
1581888,1943441
17012,1582442
1582872,2072292
1584008,1792345
1584008,2010749
65895,1584188
105231,1584188
140376,1584188
1198147,1584655
148922,1584655
194600,1584690
1586208,1755844
301092,1586208
1586866,2145167
1586866,1643253
1380148,1586866
1586866,2428039
1587946,1991404
1587946,1699591
131906,1587946
67373,1588028
92589,1588028
51580,1588028
1588122,2251813
1460656,1588122
1129405,1589591
1589868,2076122
1107418,1589868
1298573,1589868
1589868,1944348
621692,1590193
1314833,1590193
1287585,1590193
871063,1590409
1591464,1616659
38648,1591464
1591464,1872011
106112,1591464
1592483,1787077
1592577,2444943
112718,1592577
200525,1592577
1592577,2327365
14612,1592577
1593559,2409412
1593559,2153541
1381622,1593559
1593826,1752952
1593826,1628320
176616,1593826
857491,1595561
1595561,2083477
534637,1595561
1348158,1595561
23515,1595561
120888,1595561
763690,1595960
330865,1595960
1054150,1595960
67428,1595960
150961,1595960
1598859,1916630
1598859,2319755
1271097,1598859
1599353,2056540
145265,1599353
1599850,2412848
75377,1599850
1600259,2048236
1600259,1724389
1600259,1932406
1600259,1607570
176533,1600302
187958,1601462
130894,1601462
322117,1601462
1286645,1602179
1602179,1700501
1603033,2003508
1603785,2089383
1603785,2205770
41482,1604497
1604785,1977499
1605732,2344208
1605732,1793414
1605732,2303501
146156,1605732
1606443,1672395
1607173,2299608
976421,1607173
1607570,1932406
1607570,2048236
1607570,1724389
1607677,2026721
1608938,1868985
1609469,1873461
1609469,1777005
1609469,2203452
1193831,1609785
1101038,1609785
1609785,1790937
149741,1611496
749275,1611496
1611650,2121209
1612014,1944340
1612014,1979055
1612014,1624251
630505,1612014
1439011,1612014
1612336,1686497
3642,1612336
1612336,2112900
881432,1612373
1612957,1659313
1613254,1744521
103613,1614568
1614568,2073371
1614568,2134260
1616659,1872011
78640,1616846
474097,1616846
1616846,1749423
1616846,2058869
1108378,1616846
468528,1616846
1616846,1658278
1387793,1616846
1617818,1764309
1617818,1740352
830,1617825
1617825,1788068
53392,1618430
1622545,1632782
1622580,2023141
1623041,1840230
178100,1623800
1623800,1684797
230229,1623800
90970,1623800
630505,1624251
1624251,1974438
1252743,1624251
195619,1625306
460144,1625306
89017,1625861
1625861,2392488
1627026,1675135
1628173,2282739
1628320,1752952
176616,1628320
1628320,1971212
1628480,2029294
1628480,2320555
28692,1630024
1630024,2367025
13699,1630024
1631468,2322159
1631468,2110139
169677,1631625
1631625,2154740
1631625,1787942
1632782,1944340
1632801,2326601
1632801,2168046
1632801,2016628
13161,1633864
1634056,2387736
78261,1634136
1592483,1634389
1634389,1787077
1188094,1634455
1516502,1634455
1634455,2036599
1418963,1634455
589778,1634455
1636049,1961252
1636049,1666119
81940,1636049
1639508,2013687
1639508,2101026
333429,1639508
1639508,2375026
1044109,1639508
187395,1640083
1641693,1871706
153453,1641693
177775,1641693
1643253,2145167
97838,1645017
1503431,1645017
174753,1645017
1645017,1675386
1645017,2161190
1645313,1977499
1645504,2293786
648786,1645504
1298281,1645504
62952,1645504
310739,1645504
1645504,2104458
1650058,1802655
1651532,2227729
485172,1651940
1652753,1970963
1312605,1653550
1572150,1653550
40161,1653550
99323,1653550
819476,1653550
1048659,1653550
1655680,1869172
152850,1655680
25672,1655693
310739,1656626
1656809,1868731
1657218,2140681
1658278,1749423
1659313,2013613
33836,1659313
1659313,2249490
1197434,1659313
1659351,2053683
859957,1659351
1661120,2240114
1535269,1661120
910420,1661120
1663054,2073082
1577963,1663054
1397581,1663054
1666119,1961252
81940,1666119
1321419,1666494
1669023,1897577
29582,1669023
71184,1669023
1669023,1809661
48389,1669171
1669676,1832465
131245,1669836
558276,1670124
1670823,1851305
1670823,2336953
44534,1670823
1672395,2386462
133718,1672395
229477,1672395
1673505,2304757
1673505,1687044
1673652,1700501
1162638,1674246
1674246,2000262
656371,1674246
1503676,1674246
1674246,2209632
1674361,2168632
60746,1674426
24822,1674426
1674426,1916630
1674426,2372144
1476,1674468
1080048,1674468
107195,1675135
125307,1675135
97838,1675386
174753,1675386
124249,1675386
1675891,1821013
1675891,2036414
1336360,1679407
1679959,1807333
112202,1679959
939383,1679959
48321,1680141
116162,1680586
42405,1680586
592771,1680586
19188,1680586
1623726,1680586
1487529,1683743
90970,1684797
1123851,1685323
45043,1685323
904435,1685323
1686497,2112900
174711,1686497
1686497,2194032
169036,1686840
172683,1686840
1686840,2051333
1687044,2304757
1689558,1782666
971757,1690210
22345,1690911
1690911,2168039
1690992,1893069
957201,1691191
495175,1691191
1452117,1691191
124225,1692762
1692863,2028635
146331,1692875
1693403,2125417
844197,1693403
223858,1694097
1694097,1823050
183325,1694097
90754,1694304
1694304,1981939
1694304,2412173
1694531,2143444
502785,1694531
10254,1695358
146331,1695358
35417,1695358
59681,1695358
187581,1697576
22272,1697576
85059,1697691
83504,1697691
1697795,2149958
1113116,1697795
1697795,1836106
755661,1697905
1697905,1965971
1700501,2371244
1701129,2431406
1701129,1875439
1551070,1701129
1098857,1701129
62528,1701129
567462,1701539
163937,1701539
50115,1704559
147846,1704984
553353,1705052
854917,1705052
1308878,1705052
1161166,1705052
75377,1706791
1707125,2295407
362901,1707125
1243199,1710610
348047,1710610
441382,1710610
1190055,1710610
1711484,1916739
1711484,2046930
976339,1711484
30716,1711484
1712498,2206527
191027,1712498
18427,1712498
6245,1712719
1712719,1909725
1712719,1950607
55900,1712719
210112,1712719
66460,1712719
61165,1713161
1134767,1713161
1714738,2343025
7100,1714738
125045,1714738
206490,1714738
1714944,2296530
1714944,2311676
129479,1715619
1715780,2141521
855738,1716198
1717710,2049277
59478,1719290
1719294,2167682
1719294,2058027
42673,1719294
230663,1719294
95153,1719949
1720760,1801101
1720760,2442503
690690,1720760
1203722,1720760
1723131,1847243
1723197,2406032
516240,1723365
1724389,1932406
1724389,2048236
15690,1725410
1726355,2429504
1348029,1726355
168598,1726769
1726769,2200848
1503449,1726769
67373,1726802
92589,1726802
1726802,2066428
933381,1726802
842039,1726802
1728546,1776435
1728734,2343525
1728734,1808544
497382,1728734
936890,1728734
1729432,2012722
1729527,1836852
1729983,2116777
1729983,1781147
1732342,1944880
1732550,2345613
96058,1732550
700887,1733179
1364392,1733200
102642,1733464
1733464,1922911
1733464,2007670
761794,1733464
1436101,1733464
222551,1733997
45435,1736055
1736233,1960336
1053599,1736233
300246,1736233
32184,1736233
1390501,1736233
1737059,2336650
1737059,2282043
1148089,1737059
1124244,1737059
1738034,2223007
165480,1739183
1431550,1739183
32402,1739183
175073,1739183
93754,1739183
1740352,1764309
1740386,2411342
1740386,2062562
1740386,1757738
1391592,1741347
145955,1741347
1741347,2162575
544528,1741347
59681,1741465
1741465,2384418
1741867,2309109
1252743,1741867
149187,1744184
135884,1744184
878004,1744184
1472307,1744184
348739,1744184
1748882,2370985
1748882,1764938
1749423,1868410
1749423,2058869
1752543,1834595
666066,1752543
176616,1752952
1752952,1971212
1754855,2434880
746506,1754855
1755567,2409107
62692,1755844
943834,1757466
75377,1757466
1298573,1757466
66051,1757466
51288,1757466
1599850,1757466
1757738,2411342
1757960,2322824
1757960,2418310
1758220,1782666
24822,1758220
775664,1758220
1758766,2398489
1758766,2212720
1252743,1759237
1759237,1944340
1759273,2094490
1759578,1990177
103522,1759578
88005,1759578
1759892,2428795
1759892,2058923
176129,1761174
592980,1761174
1762912,2021324
451363,1762912
1764938,2370985
83801,1765448
1528539,1765448
33836,1765960
76784,1765960
8059,1765960
1766587,2369920
1032481,1766587
23325,1766587
6717,1768905
1266373,1768905
1563724,1768905
1769778,1917447
1771446,2017545
1771446,2209268
109395,1774008
46921,1774432
787557,1774432
275448,1774432
168226,1774432
577524,1774432
1774462,1963875
1774462,2377279
1774698,2127321
1774872,1809497
7200,1774872
7148,1774872
183252,1774872
1776057,2034254
1776057,2096414
152889,1776057
1776303,2311971
1776303,2003508
155519,1776435
5781,1776435
1777005,1873461
1777005,2203452
175907,1777854
1777854,2077111
1777854,2280219
1777863,2168783
775664,1779112
1779112,1916630
32163,1780642
43365,1780642
1780642,1805431
1781147,2116777
1268574,1783908
1733200,1783908
1364392,1783908
700594,1783908
1785374,2252551
1785544,2432425
1785863,2409745
1786682,1787873
1786682,1894491
5116,1786682
1262240,1787077
1787649,2051339
1787649,2109172
1787873,1894491
1787873,2188425
5116,1787873
40161,1787932
1572150,1787932
99323,1787932
1787932,1943441
1787942,2154740
131393,1788068
1184781,1788495
1789710,2042530
1789710,2240044
93087,1790575
357521,1790575
1790575,2130600
1326953,1790945
947006,1790945
163937,1790945
128833,1790945
1424628,1790945
497382,1790945
553661,1790945
470068,1790945
1285817,1790945
1791098,2060265
92884,1791098
164677,1791098
1791098,2234823
1792009,2024226
1792009,2197999
1792362,2291889
1719466,1792362
1792779,1956932
161999,1793050
1793414,2303501
99627,1793414
1793414,2344208
183151,1793743
649553,1793743
1793743,2137294
59681,1795164
173922,1795685
82327,1795685
50161,1795685
1796078,1932064
1577963,1796078
1796078,1821097
264741,1796222
1796222,2320463
443636,1796222
1522645,1796222
234091,1796222
1796365,2357367
142295,1796365
22272,1796365
1797388,2313374
1797388,2094490
1798649,2177156
1798649,2165862
1801101,2442503
81520,1803814
636754,1803814
228663,1803814
318612,1804360
793150,1804409
1804409,1924290
925109,1804409
850414,1804409
1804409,2117840
1390940,1804409
1804780,1902529
1804780,2409757
1804780,1865446
442209,1804780
1805074,1865446
1805074,1902529
1805074,2409757
442209,1805074
1804780,1805074
1805257,2359271
113886,1805257
163778,1805257
1805324,2192832
146331,1805324
1113116,1805334
406726,1805334
1806539,2257390
4256,1806539
939383,1807333
112202,1807333
105231,1807767
179106,1808194
132596,1808330
1808330,1902320
1338560,1808330
56804,1808637
1808637,1889571
219975,1809424
1809424,2319755
775664,1809424
1537651,1809424
7200,1809497
1809661,1897577
71184,1809661
1814480,2155826
1024802,1814480
1814480,1973542
1814706,1827192
37149,1814749
1815312,1875847
1815503,2075633
1817518,2203338
1299510,1817518
1329851,1819244
1821013,2410069
1821013,2036414
1821097,1932064
1821117,2251331
1802655,1821947
1823404,2413898
1823470,2049245
1823508,2125300
1004792,1823646
10254,1826356
1695358,1826356
208005,1826356
172683,1827144
104233,1827144
108473,1827144
1827192,2372859
1136911,1827353
600036,1827353
112202,1827353
21454,1827955
1828551,2251813
1052612,1828551
1588122,1828551
1829149,2357454
220412,1829149
1261833,1829149
192746,1829149
169039,1829149
1829210,2312522
1829210,2170889
1830590,2437196
1830699,2303409
1830699,2031350
1831118,2128237
6245,1831118
1831118,2291984
392131,1831118
180367,1831118
1155638,1831224
159587,1831224
1831224,1832465
1373517,1831224
1831614,2209467
5339,1832427
1353840,1832427
1833188,2047063
1833916,1876235
1809798,1833916
184110,1834265
1834265,1943645
50284,1834265
91446,1834595
12377,1834595
34997,1834595
1836106,2149958
1836152,2354730
1836697,2391459
443250,1836697
524837,1836852
15477,1836852
59478,1837520
407216,1838224
1838224,1922508
1839030,2092307
1839030,2080108
1842147,2267184
22272,1842741
213329,1842741
98647,1842741
233789,1842741
142295,1842741
1293279,1844138
555012,1845410
1845410,2291889
1792362,1845410
144178,1845410
1719466,1845410
128833,1846268
1846268,2343525
1846268,2257780
1848019,2265872
496076,1848019
133403,1848255
82476,1848255
1848255,2438854
839195,1849201
1409330,1850516
1851305,2336953
1851305,2015516
40513,1851925
1564694,1853728
1855098,2408806
14765,1855098
68450,1855098
1855098,1865970
17959,1855098
992196,1855245
1438665,1855245
1304165,1855245
1855473,2110783
1859016,2374737
225239,1859440
1859440,2305284
1862478,2324139
1863021,1932885
1864479,2215915
166821,1864479
35870,1864479
1865446,1902529
1865446,2409757
1070864,1865791
1865791,2114223
762191,1865791
175907,1865952
1715480,1865952
176310,1865970
41042,1865970
496076,1866017
223858,1866257
74223,1866285
1867204,2423677
1176747,1867859
1254365,1867859
21454,1867859
1867859,2087956
1140605,1867859
1868410,2058869
82849,1870050
152250,1870050
170229,1870050
442235,1870050
99565,1870050
1870731,2318598
1873461,2203452
43979,1873556
1873556,2366144
1873556,1947093
57592,1874973
1875439,2431406
1809798,1876235
1876447,2355994
1878983,2411480
1312209,1878983
1396491,1882104
1882865,2064848
1883241,2135107
1885453,1896619
790783,1885453
531062,1885453
359787,1885453
1887284,2124149
1887639,2322159
1889077,2366243
974293,1889077
175441,1889274
56804,1889571
202922,1892210
74018,1893069
434128,1893083
1894491,2188425
1894491,2087956
5116,1894491
154307,1895802
205167,1895802
1349975,1895802
40735,1895802
1895805,1899037
1382978,1896780
186747,1896780
29582,1897577
199364,1898517
113716,1898517
103893,1898517
15502,1898517
180022,1898642
33836,1900165
1900430,2091867
1900659,2260164
1900659,2432425
1517357,1900659
1902320,2074433
176239,1902453
1902529,2409757
447199,1902617
1344485,1903595
1149106,1904388
1905553,2268168
1905553,1940211
189827,1905553
1402285,1907596
496076,1907596
102085,1908809
1909725,2416276
6245,1909725
32251,1910804
38025,1910804
179510,1915751
146331,1915751
1915751,2280837
1532593,1915751
1915759,2008550
50161,1915759
55679,1915759
1600080,1916178
1916178,2173161
185530,1916178
1916178,2405532
113597,1916178
194573,1916380
775664,1916380
1917407,2251152
3236,1920987
73896,1920987
186957,1921396
1922508,2231548
1922911,2007670
1924068,2400017
1924068,2001922
1924068,2091867
1924290,2399393
203804,1924348
788669,1924348
572257,1924348
1544705,1924348
110477,1924378
164854,1924378
169947,1924378
1924378,2050973
1927484,2165862
61339,1927678
360000,1927678
1929479,2022193
1929501,2336953
638340,1932170
915297,1932170
1932170,2121070
1932400,2338078
176239,1932400
173847,1932400
132899,1932400
1932406,2048236
1934245,2285702
1934913,2303374
1934913,2178759
1934913,2407719
196097,1935450
33836,1936607
418745,1936607
1937311,2134513
6245,1937311
1317181,1937311
1937311,2416276
4256,1939470
128552,1939624
1436435,1939624
1939624,2397419
545250,1939624
977116,1939624
1940120,1963176
112863,1940120
1940211,2268168
189827,1940211
1940625,2435143
193221,1940625
1791652,1940625
1719110,1940625
1942065,1989566
1942065,1984273
40161,1943441
107951,1943441
90044,1943645
142275,1943645
1943645,2320694
73164,1943645
1944340,1979055
1252743,1944340
151306,1944348
1944378,2190007
1944378,2377917
1945692,2095403
1945692,2170416
1948301,2117093
1950124,2183697
194193,1950124
1909725,1950607
1950607,2255493
950409,1950669
1950669,2361305
720982,1950669
136131,1952964
1953570,2039561
1252743,1953570
1953570,2125417
1953570,2019837
1954790,2211728
113092,1955746
1955746,2139010
146331,1956736
1956736,2127030
1956932,2171324
1957825,2062562
1958046,2044032
29809,1959410
1496727,1960336
81940,1961252
78559,1961449
1961692,2141783
1962691,2142028
1962691,2121289
152523,1963176
112863,1963176
1963875,2377279
1964332,2383941
1964332,2299608
1965971,2167467
531062,1965971
1896619,1965971
502785,1965971
71184,1966940
8576,1966940
169056,1966940
136131,1967870
1604497,1967870
207397,1967870
1968392,2366243
115849,1970599
1072066,1970599
1970963,2346540
1972696,2016142
1162925,1972696
5086,1972696
1972696,2029051
159756,1973415
275884,1973415
933959,1973801
1252743,1979055
1759237,1979055
1979055,1993451
1979709,2328142
1445359,1979709
1979709,2066155
1722253,1980837
106218,1980837
1981939,2412173
22780,1983102
1983336,2060099
405299,1983336
1983336,2244659
144272,1985431
135554,1987342
126820,1987803
1989803,2075029
1990138,2246703
1990138,2250399
135940,1990138
103522,1990177
35547,1990635
1990644,2101447
1990644,2411046
1990644,2379957
1991217,2043694
1991217,2178759
120372,1992014
1992014,2249490
47560,1992014
80402,1992014
299418,1992666
124225,1992666
1993195,2006377
1993195,2257278
55730,1993385
844197,1993451
63355,1994822
1012575,1994822
354120,1996997
281519,1996997
139570,1997680
1997680,2208709
180283,1997680
45435,1997680
1999988,2111074
968748,1999988
513914,1999988
2000414,2303538
1080048,2000414
95147,2000414
12423,2000505
1779112,2001336
1271097,2001336
1916630,2001336
1432673,2001336
1916380,2001336
194573,2001336
2001922,2400017
2001922,2091867
74223,2001995
1714944,2002120
2002120,2296530
135289,2002293
228247,2002293
69892,2002293
38,2002293
39149,2002293
2002886,2140328
2003508,2311971
2005282,2129553
2006377,2257278
2006866,2421279
2006866,2305748
2006866,2038956
652638,2006866
50161,2008550
55679,2008550
147970,2008550
2008550,2176130
1577963,2009305
12868,2010749
1792345,2010749
692710,2010749
2010749,2257839
1008996,2010905
2013687,2375026
2015516,2336953
44534,2015516
1929501,2015516
1162925,2016142
2016628,2326601
2016628,2168046
2017479,2201383
20439,2017479
194086,2017479
2017545,2209268
861822,2018884
703170,2018884
2019613,2276169
2019613,2343253
2020870,2285702
194631,2020870
137722,2022039
174633,2022226
58872,2022226
68059,2023141
124225,2023275
72345,2023275
1662283,2025081
2026532,2129519
1402285,2026721
2027202,2230128
184110,2028511
31794,2028635
61796,2028635
2029294,2320555
2029384,2308904
793684,2029384
1893069,2030474
74018,2030474
153433,2030591
32366,2031350
362901,2031374
1438695,2031374
2031374,2295407
1707125,2031374
1859016,2033730
2033730,2374737
1498557,2033730
2033849,2366243
2034254,2096414
2035657,2370985
1764938,2035657
2036414,2091667
2036414,2410069
98830,2036777
153201,2036777
192487,2036777
818365,2038699
2038956,2421279
2038956,2305748
652638,2038956
1075005,2039312
1111698,2039312
915234,2039312
1252743,2039561
2039561,2309109
844197,2039561
2039771,2264349
2039771,2167004
968742,2043586
2043694,2407719
2045988,2332696
187106,2046219
976339,2046930
1916739,2046930
1054179,2046930
2009305,2048664
1340387,2048664
266872,2048664
2048664,2310008
58962,2049141
164854,2050973
110477,2050973
169947,2050973
172683,2051333
169036,2051333
2051339,2109172
59642,2051339
86298,2051339
2052391,2215910
188980,2053940
1153410,2053940
787502,2055137
138917,2055137
1758766,2055137
2055137,2398489
2055137,2212720
1072066,2055702
293632,2056115
2056115,2396400
1730743,2056115
1528323,2056514
1275527,2056514
145265,2056540
2058027,2167682
215952,2058122
187633,2058122
2058149,2375432
2058149,2448446
285763,2058375
2058375,2270435
2058375,2296203
1443408,2058375
1658278,2058869
2058923,2428795
61654,2058923
167429,2058970
59644,2058970
13957,2058970
47638,2058970
125216,2058970
1113116,2059134
1088430,2059134
775664,2060230
1114224,2060230
30979,2060230
164677,2060265
2060265,2234823
2062562,2411342
1757738,2062562
68919,2062766
2062766,2128915
113163,2062766
43444,2063603
205123,2063603
925440,2064037
971541,2064037
10530,2064285
97032,2064285
128445,2064407
70948,2064848
60700,2064848
450833,2064848
56969,2065463
2066155,2328142
2066263,2257169
2066263,2301790
883881,2066428
67373,2066428
92589,2066428
933381,2066428
401956,2066428
76227,2066486
617488,2068752
1326692,2068752
1179351,2068752
2068752,2196459
1884725,2069230
1596484,2069230
191520,2069230
70508,2069839
148922,2069839
2069839,2336643
1584655,2069839
1295701,2069867
57592,2069867
607712,2069867
1874973,2069867
951225,2069867
50115,2071928
113274,2072292
1932064,2073082
1397581,2073082
2073371,2134260
2073944,2366243
196097,2074927
33235,2075029
124225,2076122
175907,2077111
1061483,2079419
2079419,2090601
13219,2079419
97330,2079419
953643,2079419
2080108,2092307
1322316,2081899
564926,2081899
229106,2081904
130886,2081904
1598249,2081904
548848,2081904
1128237,2081904
112863,2082023
2083143,2170829
755661,2083143
1347061,2083143
2083143,2167467
1697905,2083143
1753765,2085161
964898,2087596
1583488,2087596
1254365,2087956
21454,2087956
2087956,2188425
692607,2087956
1787873,2087956
102408,2088072
137729,2090526
2091667,2410069
2091867,2400017
45043,2092307
50936,2092307
2094490,2313374
691593,2094823
2095403,2170416
160284,2095403
531062,2095962
1382978,2096888
186747,2096888
1131536,2098202
36738,2098202
209534,2099813
66734,2099813
343068,2099813
1149316,2099813
673655,2101447
33836,2101447
2101447,2411046
2101886,2359280
2102710,2407876
2102783,2416804
1252743,2102783
48321,2102783
1252743,2103397
1993451,2103397
434128,2103397
17288,2104156
1237930,2104156
48921,2104296
2104296,2367025
2105928,2426744
2105928,2287471
2106463,2120361
2106463,2119502
75160,2106463
1876447,2108168
2108168,2355994
170319,2108168
418733,2108168
1335349,2108168
165752,2111360
2111360,2245959
33628,2111360
721576,2111360
76227,2111440
80658,2111440
2111871,2334594
52740,2111871
125768,2111871
187243,2112687
101700,2112687
1808194,2112687
152850,2112687
174711,2112900
3642,2112900
1070864,2114223
762191,2114223
356233,2114223
1227976,2114268
1396491,2114268
1882104,2114268
50115,2114514
25672,2115894
975440,2117093
93800,2117093
356310,2117093
221282,2117093
793150,2117840
1924290,2117840
2117840,2399393
75160,2119502
1694531,2120361
502785,2120361
2120591,2432364
219789,2120608
183325,2120608
863443,2120608
2121209,2293822
121831,2121209
97330,2121289
156365,2122337
46270,2122337
52776,2122337
179776,2122337
2122337,2262319
2027747,2122337
1654339,2122544
1194485,2122544
238247,2122544
1285817,2123632
1517331,2123632
163937,2123632
947006,2123632
64015,2124149
361111,2125300
844197,2125417
229305,2127030
2127054,2227557
2127321,2439672
2127355,2243462
1460436,2127355
170229,2127859
6245,2128237
36704,2128237
1909725,2128237
2128237,2141388
178900,2128237
180367,2128237
2129076,2168783
60723,2129519
175294,2129553
2129553,2442373
1546499,2129553
191995,2130114
85634,2130114
2130114,2411054
29854,2130600
122059,2130600
95094,2130600
1136858,2131874
454226,2131874
712785,2131874
430351,2131874
1765842,2131874
1149106,2132255
223091,2133421
299418,2133421
1213634,2133421
4836,2135107
2135155,2416804
627328,2135155
2103397,2135155
2135155,2436553
897090,2135155
1252743,2135155
107147,2136738
50161,2136738
82327,2136738
1855,2139010
141481,2139010
2059134,2139936
1113116,2139936
2139936,2426912
2141109,2294463
175598,2141109
6245,2141388
178900,2141388
2141521,2404177
120187,2141521
30452,2141521
188315,2141783
119100,2141783
58003,2141783
270271,2142028
44522,2142454
137687,2142454
632035,2142454
97937,2142454
73116,2142454
186740,2142454
179332,2142866
2013613,2143444
1506704,2146764
2147010,2274606
180345,2147010
124225,2147010
2001922,2148353
24064,2148353
1136831,2148353
1775487,2149482
773041,2149482
2152440,2318932
1381622,2153541
1558152,2154236
2156704,2237612
1880016,2156993
150439,2156993
89296,2156993
126950,2157567
134888,2157567
144295,2157567
181152,2157567
58809,2157567
998313,2158362
124249,2159144
2159144,2287803
1425335,2162575
1032481,2163366
23325,2163366
1922508,2163662
74280,2163662
407216,2163662
1838224,2163662
2163662,2231548
65855,2163662
111878,2165841
2165862,2177156
1495213,2166978
1692863,2166978
2028635,2166978
31794,2166978
61796,2166978
2167004,2264349
1742193,2167252
1537256,2167252
755661,2167467
2167467,2289215
59478,2167682
1868410,2168039
2168046,2326601
522138,2168284
2168284,2302878
549248,2168284
1498557,2168284
1910978,2168284
206033,2169448
790295,2169448
531062,2170829
2170889,2312522
146331,2171324
149556,2171324
224383,2174916
494866,2174916
2174916,2224578
1072635,2174916
410483,2176002
1915759,2176130
163937,2177359
128833,2177359
2172742,2177359
1285817,2177359
2178345,2259138
5800,2178345
1388231,2178345
2178759,2303374
2178759,2407719
2180994,2431406
1875439,2180994
1098857,2180994
1551070,2180994
1796078,2181075
1287284,2181828
2051971,2181828
1350371,2181828
194193,2183697
1088430,2185238
1744521,2185238
1613254,2185238
720329,2185238
955221,2185238
2191900,2410747
2191900,2396815
51833,2191900
1008690,2191900
245182,2192752
17147,2192752
2013613,2192752
1197434,2192752
134899,2192752
933959,2192752
1218789,2192752
10254,2193997
1826356,2193997
2194154,2411480
97330,2194478
2090601,2194478
1184781,2194715
1847243,2196007
1326692,2196459
1179351,2196459
617488,2196459
2197065,2426912
1321419,2197065
2139936,2197065
2025118,2199560
1293944,2199560
58670,2199560
2112560,2199560
1755567,2200681
2200681,2409107
2200788,2376206
168598,2200848
922829,2201105
206033,2201105
2202453,2257278
984593,2202453
138075,2202796
27472,2202796
1519527,2202796
1299510,2203338
2203338,2365600
191027,2206527
742413,2206527
18427,2206527
472571,2206527
149741,2207839
749275,2207839
759739,2208395
2208919,2252616
2209247,2356358
76740,2209247
103371,2209247
910420,2209247
2000262,2209632
165293,2211728
2212720,2398489
36704,2213854
6245,2213854
180367,2213854
178900,2213854
1950607,2213854
2141388,2213854
2213854,2255493
4256,2214564
1753765,2215039
556766,2215039
2215039,2387736
1634056,2215039
2085161,2215039
166821,2215915
135237,2216690
916055,2216976
188054,2216976
30236,2221849
2223007,2280469
147846,2223007
1704984,2223007
174460,2223007
1787077,2223520
1592483,2223520
1836852,2223589
1624251,2223894
1411606,2223894
1632782,2223894
2226570,2435253
336671,2227557
2227729,2384167
27723,2227729
43582,2227729
98813,2228235
1701539,2228258
567462,2228258
2019837,2228258
1252743,2228258
74280,2231548
180966,2232672
1633864,2232672
694135,2232672
2234027,2367691
2234444,2295838
1355938,2234444
137729,2234444
2090526,2234444
76514,2237612
1333305,2237612
2237982,2349560
34863,2237982
1836852,2240114
2240529,2390909
1487529,2242499
41482,2242499
2243462,2259172
1797566,2243462
105405,2243462
385470,2243472
669686,2243472
2143444,2243472
2013613,2243472
1335933,2243472
57934,2243472
1256984,2245032
1133639,2245032
33628,2245959
473072,2246789
1149106,2246789
2247784,2268988
33836,2249490
80402,2249490
1043989,2250911
329003,2251152
189411,2252551
124225,2253246
73896,2254262
3236,2254262
1920987,2254262
144813,2254575
2255210,2382473
178900,2255493
180367,2255493
36704,2255493
210112,2255493
2257169,2301790
4256,2257390
310739,2257390
12868,2257839
468528,2258072
876943,2258072
1749423,2258072
313247,2258072
78640,2258072
1658278,2258072
2058869,2258072
127459,2258139
2258139,2364813
1388231,2259138
1792362,2259172
2260164,2432425
63203,2260226
185134,2261996
56744,2261996
122316,2261996
1569910,2262029
1107418,2262131
1944348,2262131
2076122,2262131
1113116,2262287
978984,2262287
2262287,2315686
52776,2262319
2262942,2391459
589769,2264349
2265428,2312522
2170889,2265428
1066540,2265428
409570,2265428
1829210,2265428
2265872,2444048
2266309,2368824
22214,2266309
1107478,2266309
2266309,2365600
817257,2266309
355064,2266454
134888,2267018
58809,2267018
1501384,2267653
58950,2267653
957201,2267653
1315063,2267653
2267653,2354526
39004,2267713
153453,2268554
1149106,2268554
1968392,2268988
285763,2270435
10506,2270753
26048,2270753
571259,2270753
164260,2272403
314436,2272403
29809,2272403
97838,2272403
174753,2272403
188054,2272403
575446,2276169
2276169,2343253
2276278,2364813
175665,2278172
759739,2278172
874361,2278172
112878,2279958
106967,2279958
136670,2279958
1496727,2279958
30339,2279958
2077111,2280219
2280837,2410435
146331,2280837
179510,2280837
337294,2280837
541244,2281285
254581,2281285
56028,2281285
187395,2281285
2282043,2336650
2226570,2283917
2283917,2435253
941686,2285702
1362055,2287188
2287471,2426744
117094,2287803
2287984,2296925
2287984,2384871
97107,2287984
688433,2287984
836404,2288304
1149106,2288709
1965971,2289215
476177,2289215
64015,2290414
2124149,2290414
1719466,2291889
85059,2292219
1697691,2292219
310739,2293786
648786,2293786
430793,2295058
605739,2295058
2295058,2343755
155759,2295058
1350445,2295058
1164052,2295838
1792779,2296288
1956932,2296288
322473,2296288
2296530,2311676
97107,2296925
120796,2299153
186034,2299153
164193,2299153
